,IATA,Description,ID
4949,SFJ,"Sondre Stromfjord, Greenland: Sondrestrom Air Base",14767
4950,SFL,"Sao Filipe, Cape Verde: Sao Filipe Airport",14768
4951,SFM,"Sanford, ME: Sanford Seacoast Regional",14769
4952,SFN,"Santa Fe, Argentina: Sauce Viejo",14770
4953,SFO,"San Francisco, CA: San Francisco International",14771
4954,SFP,"Surfers Paradise, Australia: Surfers Paradise Airport",14772
4955,SFQ,"Sanliurfa, Turkey: Sanliurfa Airport",14773
4956,SFS,"Subic Bay, Philippines: Subic Bay International",14774
4957,SFT,"Skelleftea, Sweden: Skelleftea Airport",14775
4958,SFU,"Safia, Papua New Guinea: Safia Airport",14776
4959,SFW,"Santa Fe, Panama: Santa Fe Airport",14777
4960,SFZ,"Smithfield, RI: North Central State",14778
4961,SGB,"Singaua, Papua New Guinea: Singaua Airport",14779
4962,SGC,"Surgut, Russia: Surgut Airport",14780
4963,SGD,"Sonderborg, Denmark: Sonderborg Airport",14781
4964,SGE,"Siegen, Germany: Siegerland",14782
4965,SGF,"Springfield, MO: Springfield-Branson National",14783
4966,SGG,"Simanggang, Malaysia: Simanggang Airport",14784
4967,SGH,"Springfield, OH: Springfield-Beckley Municipal",14785
4968,SGJ,"Sagarai, Papua New Guinea: Sagarai Airport",14786
4969,SGM,"San Ignacio, Mexico: San Ignacio Airport",14788
4970,SGN,"Ho Chi Minh City, Vietnam: Tan Son Nhat International",14789
4971,SGO,"St. George, Australia: Saint George",14790
4972,SGP,"Shay Gap, Australia: Shay Gap Airport",14791
4973,SGR,"Sugar Land, TX: Sugar Land Regional",14792
4974,SGT,"Stuttgart, AR: Stuttgart Municipal Carl Humphrey Field",14793
4975,SGU,"St. George, UT: St George Regional",14794
4976,SGW,"Saginaw Bay, AK: Saginaw",14795
4977,SGX,"Songea, Tanzania: Songea Airport",14796
4978,SGY,"Skagway, AK: Skagway Airport",14797
4979,SGZ,"Singora, Thailand: Songkhla",14798
4980,SHA,"Shanghai, China: Hongqiao International",14799
4981,SHB,"Nakashibetsu, Japan: Nakashibetsu Airport",14800
4982,SHC,"Shire Indasilase, Ethiopia: Shire",14801
4983,SHD,"Staunton, VA: Shenandoah Valley Regional",14802
4984,SHE,"Shenyang, China: Taoxian",14803
4985,SHG,"Shungnak, AK: Shungnak Airport",14804
4986,SHH,"Shishmaref, AK: Shishmaref Airport",14805
4987,SHI,"Shimojishima, Japan: Shimojishima Airport",14806
4988,SHJ,"Sharjah, United Arab Emirates: Sharjah International",14807
4989,SHL,"Shillong, India: Barapani",14808
4990,SHM,"Nanki Shirahama, Japan: Nanki Shirahama Airport",14809
4991,SHN,"Shelton, WA: Sanderson Field",14810
4992,SHO,"Sokcho, South Korea: G 407",14811
4993,SHR,"Sheridan, WY: Sheridan County",14812
4994,SHU,"Smith Point, Australia: Smith Point Airport",14813
4995,SHV,"Shreveport, LA: Shreveport Regional",14814
4996,SHW,"Sharurah, Saudi Arabia: Sharurah Airport",14815
4997,SHX,"Shageluk, AK: Shageluk Airport",14816
4998,SIA,"Xi'an, China: Xi'an Xiguan",14817
4999,SID,"Sal Island, Cape Verde: Amilcar Cabral International",14818
5000,SIG,"San Juan, PR: Isla Grande",14819
5001,SIH,"Silgadi Doti, Nepal: Silgadi Doti Airport",14820
5002,SII,"Sidi Ifni, Morocco: Sidi Ifni Airport",14821
5003,SIK,"Sikeston, MO: Sikeston Memorial Municipal",14822
5004,SIM,"Simbai, Papua New Guinea: Simbai Airport",14823
5005,SIN,"Singapore, Singapore: Singapore Changi International",14824
5006,SIO,"Smithton, Australia: Smithton Airport",14825
5007,SIP,"Simferopol, Ukraine: Simferopol International",14826
5008,SIR,"Sion, Switzerland: Sion Airport",16597
5009,SIS,"Sishen, South Africa: Sishen Airport",14827
5010,SIT,"Sitka, AK: Sitka Rocky Gutierrez",14828
5011,SIU,"Siuna, Nicaragua: Siuna Airport",14829
5012,SIY,"Montague, CA: Siskiyou County",14830
5013,SJC,"San Jose, CA: Norman Y. Mineta San Jose International",14831
5014,SJD,"San Jose del Cabo, Mexico: Los Cabos International",14832
5015,SJF,"St. John, VI: St. John Airport",14833
5016,SJI,"San Jose, Philippines: San Jose Airport",14834
5017,SJJ,"Sarajevo, Bosnia and Herzegovina: Sarajevo Airport",14835
5018,SJK,"Sao Jose Dos Campos, Brazil: Professor Urbano Ernesto Stumpf",14836
5019,SJN,"St. Johns, AZ: St. Johns Industrial Air Park",14837
5020,SJO,"San Jose, Costa Rica: Juan Santamaria International",14838
5021,SJP,"Sao Jose Do Rio Preto, Brazil: Sao Jose Do Rio Preto Airport",14839
5022,SJQ,"Sesheke, Zambia: Sesheke Airport",14840
5023,SJS,"San Jose, Bolivia: San Jose de Chiquitos",14841
5024,SJT,"San Angelo, TX: San Angelo Regional/Mathis Field",14842
5025,SJU,"San Juan, PR: Luis Munoz Marin International",14843
5026,SJV,"San Javier, Bolivia: San Javier Airport",14844
5027,SJW,"Shijiazhuang, China: Zhengding",14845
5028,SJY,"Seinajoki, Finland: Seinajoki Airport",14846
5029,SJZ,"Sao Jorge Island, Portugal: Sao Jorge",14847
5030,SKA,"Spokane, WA: Fairchild AFB",14848
5031,SKB,"St. Kitts, Saint Kitts and Nevis: Robert L Bradshaw International",14849
5032,SKC,"Suki, Papua New Guinea: Suki Airport",14850
5033,SKD,"Samarkand, Uzbekistan: Samarkand Airport",14851
5034,SKE,"Skien, Norway: Geiteryggen",14852
5035,SKF,"San Antonio, TX: Kelly Field",14853
5036,SKG,"Thessaloniki, Greece: Makedonia",14854
5037,SKJ,"Sitkinak, AK: Sitkinak CGS",14855
5038,SKK,"Shaktoolik, AK: Shaktoolik Airport",14856
5039,SKL,"Isle of Skye, United Kingdom: Isle of Skye Airport",14857
5040,SKN,"Stokmarknes, Norway: Skagen",14858
5041,SKO,"Sokoto, Nigeria: Sokoto Airport",14859
5042,SKP,"Skopje, Macedonia: Skopje Airport",14860
5043,SKS,"Skrydstrup, Denmark: Skrydstrup Airport",14861
5044,SKT,"Sialkot, Pakistan: Sialkot International",16471
5045,SKU,"Skiros, Greece: Skiros Airport",14862
5046,SKW,"Skwentna, AK: Skwentna Airport",14863
5047,SKX,"Saransk, Russia: Saransk Airport",14864
5048,SKY,"Sandusky, OH: Griffing Sandusky",14865
5049,SKZ,"Sukkur, Pakistan: Begum Nusrat Bhutto",14866
5050,SLA,"Salta, Argentina: Salta Airport",14867
5051,SLB,"Storm Lake, IA: Storm Lake Municipal",14868
5052,SLC,"Salt Lake City, UT: Salt Lake City International",14869
5053,SLD,"Sliac, Slovakia: Sliac International",14870
5054,SLE,"Salem, OR: McNary Field",14871
5055,SLH,"Sola, Vanuatu: Sola Airport",14872
5056,SLI,"Solwezi, Zambia: Solwezi Airport",14873
5057,SLJ,"Chandler, AZ: Stellar Airpark",14874
5058,SLK,"Saranac Lake/Lake Placid, NY: Adirondack Regional",14875
5059,SLL,"Salalah, Oman: Salalah Airport",14876
5060,SLM,"Salamanca, Spain: Matacan",16575
5061,SLN,"Salina, KS: Salina Regional",14877
5062,SLO,"Salem, IL: Salem/Leckrone",14878
5063,SLP,"San Luis Potosi, Mexico: Ponciano Arriaga International",14879
5064,SLQ,"Sleetmute, AK: Sleetmute Airport",14880
5065,SLR,"Sulphur Springs, TX: Sulphur Springs Municipal",14881
5066,SLS,"Silistra, Bulgaria: Silistra Polkovnik-Lambrinovo",14882
5067,SLT,"Salida, CO: Harriet Alexander Field",14883
5068,SLU,"St. Lucia, Saint Lucia: George F Charles",14884
5069,SLV,"Shimla, India: Shimla Airport",14885
5070,SLW,"Saltillo, Mexico: Plan de Guadalupe International",14886
5071,SLX,"Salt Cay, Turks and Caicos Islands: Salt Cay Airport",14887
5072,SLZ,"Sao Luiz, Brazil: Marechal Cunha Machado International",14888
5073,SMA,"Santa Maria, Portugal: Santa Maria Airport",14889
5074,SMB,"Cerro El Sombrero, Chile: Franco Bianco",14890
5075,SMC,"Santa Maria, Colombia: Santa Maria Airport",14891
5076,SME,"Somerset, KY: Lake Cumberland Regional",14892
5077,SMF,"Sacramento, CA: Sacramento International",14893
5078,SMI,"Samos, Greece: Samos Airport",14894
5079,SMK,"St. Michael, AK: St. Michael Airport",14895
5080,SML,"Stella Maris, The Bahamas: Estate Airstrip",14896
5081,SMN,"Salmon, ID: Lemhi County",14897
5082,SMO,"Santa Monica, CA: Santa Monica Municipal",14898
5083,SMQ,"Sampit, Indonesia: H.Asan",16488
5084,SMR,"Santa Marta, Colombia: Simon Bolivar",14900
5085,SMS,"St. Marie, Madagascar: Sainte Marie",14901
5086,SMT,"Stone Mountain, GA: Stone Mountain Airport",14902
5087,SMU,"Sheep Mountain, AK: Sheep Mountain Airport",14903
5088,SMV,"St. Moritz, Switzerland: Samedan",14904
5089,SMX,"Santa Maria, CA: Santa Maria Public/Capt. G. Allan Hancock Field",14905
5090,SMY,"Simenti, Senegal: Simenti Airport",14906
5091,SMZ,"Stoelmanseiland, Suriname: Stoelmanseiland Airport",14907
5092,SNA,"Santa Ana, CA: John Wayne Airport-Orange County",14908
5093,SNB,"Snake Bay, Australia: Snake Bay Airport",14909
5094,SNC,"Salinas, Ecuador: General Ulpiano Paez",14910
5095,SNE,"Sao Nicolau, Cape Verde: Preguica",14911
5096,SNF,"San Felipe, Venezuela: Sub Teniente Nestor Arias",14912
5097,SNG,"San Ignacio de Velasco, Bolivia: Cap. Av. Juan Cochamanidis Saucedo",14913
5098,SNI,"Greenville/Sinoe, Liberia: Greenville/Sinoe Airport",14914
5099,SNK,"Snyder, TX: Winston Field",14915
5100,SNL,"Shawnee, OK: Shawnee Regional",14916
5101,SNM,"San Ignacio de Moxos, Bolivia: San Ignacio de Moxos Airport",14917
5102,SNN,"Shannon, Ireland: Shannon Airport",14918
5103,SNP,"St. Paul, AK: St. Paul Island",14919
5104,SNQ,"San Quintin, Mexico: San Quintin Southeast",14920
5105,SNR,"St. Nazaire, France: Saint Nazaire Montoir",14921
5106,SNS,"Salinas/Monterey, CA: Salinas Municipal",14922
5107,SNT,"Las Cruces, Colombia: Las Cruces Airport",14923
5108,SNU,"Santa Clara, Cuba: Abel Santamaria International",14924
5109,SNV,"Santa Elena, Venezuela: Wonkin",14925
5110,SNW,"Thandwe, Burma: Thandwe Airport",14926
5111,SNY,"Sidney, NE: Sidney Municipal/Lloyd W. Carr Field",14927
5112,SOB,"Sarmellek, Hungary: Balaton",16638
5113,SOC,"Solo City, Indonesia: Adi Soemarmo International",14928
5114,SOF,"Sofia, Bulgaria: Sofia Airport",14929
5115,SOG,"Sogndal, Norway: Haukasen",14930
5116,SOI,"South Molle Island, Australia: S Molle",14931
5117,SOJ,"Sorkjosen, Norway: Sorkjosen Airport",14932
5118,SOK,"Semonkong, Lesotho: Semonkong Airport",14933
5119,SOL,"Solomon, AK: Solomon State Field",14934
5120,SOM,"San Tome, Venezuela: San Tome Airport",14935
5121,SON,"Espiritu Santo, Vanuatu: Espiritu",14936
5122,SOP,"Pinehurst/Southern Pines, NC: Moore County",14938
5123,SOQ,"Sorong, Indonesia: Sorong Airport",14939
5124,SOU,"Southampton, United Kingdom: Southampton Airport",14941
5125,SOV,"Seldovia, AK: Seldovia Airport",14942
5126,SOW,"Show Low, AZ: Show Low Regional",14943
5127,SPA,"Spartanburg, SC: Spartanburg Downtown Memorial",14944
5128,SPB,"Charlotte Amalie, VI: Charlotte Amalie Harbor Seaplane Base",14945
5129,SPC,"Santa Cruz de la Palma, Spain: La Palma",14946
5130,SPD,"Saidpur, Bangladesh: Saidpur Airport",14947
5131,SPE,"Sepulot, Malaysia: Sepulot Airport",14948
5132,SPF,"Spearfish, SD: Black Hills Clyde Ice Field",14949
5133,SPG,"Tampa, FL: Albert Whitted",14950
5134,SPH,"Sopu, Papua New Guinea: Sopu Airport",14951
5135,SPI,"Springfield, IL: Abraham Lincoln Capital",14952
5136,SPK,"Sapporo, Japan: Chitose AB",14953
5137,SPM,"Spangdahlem, Germany: Spangdahlem AB",14954
5138,SPN,"Saipan, TT: Francisco C. Ada Saipan International",14955
5139,SPP,"Menongue, Angola: Menongue Airport",14957
5140,SPQ,"San Pedro, CA: Catalina Air-Sea Terminal Heliport",14958
5141,SPR,"San Pedro, Belize: San Pedro Airport",14959
5142,SPS,"Wichita Falls, TX: Sheppard AFB/Wichita Falls Municipal",14960
5143,SPU,"Split, Croatia: Split Airport",14961
5144,SPW,"Spencer, IA: Spencer Municipal",14962
5145,SPY,"San Pedro, Cote d'Ivoire: San Pedro Airport",14963
5146,SPZ,"Springdale, AR: Springdale Municipal",14964
5147,SQA,"Santa Ynez, CA: Santa Ynez Airport",14965
5148,ZXQ,"Santa Ynez, CA: Santa Ynez Airport",14965
5149,SQI,"Sterling/Rockfalls, IL: Whiteside County-Jos H. Bittorf Field",14966
5150,SQL,"San Carlos, CA: San Carlos Airport",14967
5151,SQN,"Sanana, Indonesia: Emalamo",14968
5152,SQO,"Storuman, Sweden: Storuman Airport",14969
5153,SQQ,"Siauliai, Lithuania: Siauliai International",14970
5154,SQR,"Soroako, Indonesia: Soroako Airport",14971
5155,SQV,"Sequim, WA: Sequim Valley",14972
5156,SRA,"Santa Rosa, Brazil: Santa Rosa Airport",14973
5157,SRB,"Santa Rosa, Bolivia: Santa Rosa Airport",14974
5158,SRC,"Searcy, AR: Searcy Municipal",14975
5159,SRE,"Sucre, Bolivia: Juana Azurduy de Padilla",14976
5160,SRF,"Novato, CA: Hamilton AFB",14977
5161,SRG,"Semarang, Indonesia: Ahmad Yani",14978
5162,SRH,"Sarh, Chad: Sarh Airport",14979
5163,SRI,"Samarinda, Indonesia: Samarinda Airport",14980
5164,SRJ,"San Borja, Bolivia: Capitan German Quiroga Guardia",14981
5165,SRL,"Santa Rosalia, Mexico: San Lucas",14982
5166,SRN,"Strahan, Australia: Strahan Airport",14983
5167,SRO,"Santana Ramos, Colombia: Santana Ramos Airport",14984
5168,SRP,"Stord, Norway: Stord Airport",14985
5169,SRQ,"Sarasota/Bradenton, FL: Sarasota/Bradenton International",14986
5170,SRV,"Stony River, AK: Stony River Airport",14987
5171,SRW,"Salisbury, NC: Mid Carolina Regional",14988
5172,SRX,"Sert, Libya: Sirte International",14989
5173,SRZ,"Santa Cruz, Bolivia: El Trompillo",14990
5174,SSA,"Salvador, Brazil: Deputado Luis Eduardo Magalhaes International",14991
5175,SSB,"Christiansted, VI: Christiansted Harbor Seaplane Base",14992
5176,SSC,"Sumter, SC: Shaw AFB",14993
5177,SSG,"Malabo, Equatorial Guinea: Malabo Airport",14994
5178,SSH,"Sharm El Sheikh, Egypt: Sharm El Sheikh International",14995
5179,SSI,"Brunswick, GA: McKinnon St Simons Island",14996
5180,SSJ,"Sandnessjoen, Norway: Stokka",14997
5181,SSL,"Santa Rosalia, Colombia: Santa Rosalia Airport",14998
5182,SSM,"Sault Ste. Marie, MI: Sault Ste. Marie Metropolitan Area",14999
5183,SSN,"Seoul, South Korea: Seoul AB",15000
5184,SSS,"Siassi, Papua New Guinea: Siassi Airport",15001
5185,SST,"Santa Teresita, Argentina: Santa Teresita Airport",15002
5186,SSW,"Stuart Island, WA: Stuart Island Airpark",15003
5187,SSX,"Samsun, Turkey: Samsun Airport",15004
5188,SSY,"Mbanza Congo, Angola: Mbanza Congo Airport",15005
5189,STA,"Stauning, Denmark: Stauning Airport",15006
5190,STB,"Santa Barbara, Venezuela: Santa Barbara Airport",15007
5191,STC,"St. Cloud, MN: St. Cloud Regional",15008
5192,STD,"Santo Domingo, Venezuela: Mayor Guerrero Vivas",15009
5193,STE,"Stevens Point, WI: Stevens Point Municipal",15010
5194,STF,"Starkville, MS: George M. Bryan",15011
5195,STG,"St. George Island, AK: St. George Island Airport",15012
5196,STI,"Santiago, Dominican Republic: Cibao International",15013
5197,STJ,"St. Joseph, MO: Rosecrans Memorial",15014
5198,STK,"Sterling, CO: Sterling Municipal",15015
5199,STL,"St. Louis, MO: St Louis Lambert International",15016
5200,STM,"Santarem, Brazil: Eduardo Gomes",15017
5201,STN,"London, United Kingdom: London Stansted",15018
5202,STO,"Stockholm, Sweden: Stockholm Metropolitan Area",15019
5203,STP,"Minneapolis/St. Paul, MN: St. Paul Downtown Holman Field",15020
5204,STQ,"St. Marys, PA: St. Marys Municipal",15021
5205,STR,"Stuttgart, Germany: Stuttgart Airport",15022
5206,STS,"Santa Rosa, CA: Charles M. Schulz - Sonoma County",15023
5207,STT,"Charlotte Amalie, VI: Cyril E King",15024
5208,STW,"Stavropol, Russia: Shpakovskoye",15026
5209,STX,"Christiansted, VI: Henry E. Rohlsen",15027
5210,STY,"Salto, Uruguay: Nueva Hesperides International",15028
5211,STZ,"Santa Terezinha, Brazil: Santa Terezinha Airport",15029
5212,SUA,"Stuart, FL: Witham Field",15030
5213,SUB,"Surabaya, Indonesia: Juanda",15031
5214,SUC,"Sundance, WY: Schloredt",15032
5215,SUE,"Sturgeon Bay, WI: Door County Cherryland",15033
5216,SUF,"Lamezia Terme, Italy: Lamezia Terme Airport",15034
5217,SUG,"Surigao, Philippines: Surigao Airport",15035
5218,SUI,"Sukhumi, Georgia: Babusheri",15036
5219,SUJ,"Satu Mare, Romania: Satu Mare Airport",15037
5220,SUL,"Sui, Pakistan: Sui Airport",15039
5221,SUM,"Sumter, SC: Sumter Airport",15040
5222,SUN,"Sun Valley/Hailey/Ketchum, ID: Friedman Memorial",15041
5223,SUO,"Sunriver, OR: Sunriver Airport",15042
5224,SUS,"St. Louis, MO: Spirit of St. Louis",15043
5225,SUT,"Sumbawanga, Tanzania: Sumbawanga Airport",15044
5226,SUU,"Fairfield, CA: Travis AFB",15045
5227,SUV,"Suva, Fiji: Nausori International",15046
5228,SUW,"Superior, WI: Richard I Bong",15047
5229,SUX,"Sioux City, IA: Sioux Gateway/Col. Bud Day Field",15048
5230,SVA,"Savoonga, AK: Savoonga Airport",15049
5231,SVB,"Sambava, Madagascar: Sambava Airport",15050
5232,SVC,"Silver City/Hurley, NM: Grant County",15051
5233,SVD,"St. Vincent, Saint Vincent and the Grenadines: E. T. Joshua",15052
5234,SVG,"Stavanger, Norway: Sola",15053
5235,SVH,"Statesville, NC: Statesville Regional",15054
5236,SVJ,"Svolvaer, Norway: Helle",15055
5237,SVL,"Savonlinna, Finland: Savonlinna Airport",15056
5238,SVN,"Savannah, GA: Hunter AAF",15057
5239,SVO,"Moscow, Russia: Sheremetyevo",15058
5240,SVP,"Kuito, Angola: Kuito Airport",15059
5241,SVQ,"Seville, Spain: Seville Airport",15060
5242,SVS,"Stevens Village, AK: Stevens Village Airport",15061
5243,SVU,"Savusavu, Fiji: Savusavu Airport",15062
5244,SVW,"Sparrevohn, AK: Sparrevohn LRRS",15063
5245,SVX,"Ekaterinburg, Russia: Koltsovo",15064
5246,SVZ,"San Antonio, Venezuela: Juan Vicente Gomez International",15065
5247,SWA,"Shantou, China: Waisha",15066
5248,SWB,"Shaw River, Australia: Shaw River Airport",15067
5249,SWC,"Stawell, Australia: Stawell Airport",15068
5250,SWD,"Seward, AK: Seward Airport",15069
5251,SWF,"Newburgh/Poughkeepsie, NY: Stewart International",15070
5252,SWI,"Swindon, United Kingdom: Swindon Airport",16400
5253,SWK,"Milan, Italy: Segrate",15072
5254,SWL,"Spanish Wells, The Bahamas: Spanish Wells Airport",15073
5255,SWO,"Stillwater, OK: Stillwater Regional",15074
5256,SWQ,"Sumbawa, Indonesia: Sumbawa Besar",15075
5257,SWS,"Swansea, United Kingdom: Swansea Airport",15076
5258,SWU,"Suwon, South Korea: Suwon Airport",15077
5259,SWW,"Sweetwater, TX: Avenger Field",15078
5260,SXB,"Strasbourg, France: Strasbourg Entzheim",15079
5261,SXE,"Sale, Australia: West Sale",15080
5262,SXF,"Berlin, Germany: Schoenefeld",15081
5263,SXG,"Senanga, Zambia: Senanga Airport",15082
5264,SXL,"Sligo, Ireland: Sligo Airport",15083
5265,SXM,"Philipsburg, Sint Maarten: Princess Juliana International",15084
5266,SXP,"Sheldon Point, AK: Nunam Iqua",15085
5267,SXQ,"Soldotna, AK: Soldotna Airport",15086
5268,SXR,"Srinagar, India: Srinagar Airport",15087
5269,SXU,"Soddu, Ethiopia: Soddu Airport",15088
5270,SXY,"Sidney, NY: Sidney Municipal",15089
5271,SYA,"Shemya, AK: Eareckson AS",15090
5272,SYB,"Seal Bay, AK: Seal Bay Airport",15091
5273,SYD,"Sydney, Australia: Sydney International",15092
5274,SYI,"Shelbyville/Tullahoma, TN: Bomar Field-Shelbyville Municipal",15093
5275,SYN,"Stanton, MN: Stanton Airport",15094
5276,SYO,"Shonai, Japan: Shonai Airport",15095
5277,SYR,"Syracuse, NY: Syracuse Hancock International",15096
5278,SYT,"Saint-Yan, France: Saint-Yan Airport",15097
5279,SYX,"Sanya, China: Phoenix International",15098
5280,SYY,"Stornoway, United Kingdom: Stornoway Airport",15099
5281,SYZ,"Shiraz, Iran: Shahid Dastghaib International",15100
5282,SZA,"Soyo, Angola: Soyo Airport",15101
5283,SZB,"Kuala Lumpur, Malaysia: Sultan Abdul Aziz Shah International",15102
5284,SZC,"Santa Cruz, Costa Rica: Santa Cruz Airport",15103
5285,SZD,"Sheffield, United Kingdom: Sheffield City",15104
5286,SZF,"Samsun, Turkey: Carsamba",15105
5287,SZG,"Salzburg, Austria: Salzburg Airport",15106
5288,SZK,"Skukuza, South Africa: Skukuza Airport",15107
5289,SZL,"Knob Noster, MO: Whiteman AFB",15108
5290,SZO,"Szombathely, Hungary: Szombathely Airport",15109
5291,SZP,"Santa Paula, CA: Santa Paula Airport",15110
5292,SZT,"San Cristobal, Mexico: San Cristobal de Las Casas",15111
5293,SZW,"Schwerin, Germany: Schwerin Parchim",15112
5294,SZX,"Shenzhen, China: Bao'an International",15113
5295,SZZ,"Szczecin, Poland: Goleniow",15114
5296,T1N,"Selmer, TN: Robert Sibley",16741
5297,T1X,"Gainesville, TX: Gainesville Municipal",16658
5298,T2N,"Clevland, TN: Cleveland Regional Jetport",16776
5299,T2X,"Hereford, TX: Hereford Municipal",16694
5300,T3X,"Encino, TX: El Coyote Ranch",16702
5301,T4X,"Austin, TX: Austin Executive Airpark",16706
5302,T5X,"Castroville , TX: Castroville Municipal",16709
5303,T6X,"Houston, TX: Houston Executive",16745
5304,T7X,"China Spring, TX: Wildcat Canyon",16749
5305,T8X,"Dallas, TX: McKinney National",16755
5306,T9X,"Carrizo Springs, TX: Dimmit County",16785
5307,TAB,"Tobago, Trinidad and Tobago: A N R Robinson International",15115
5308,TAC,"Tacloban, Philippines: Daniel Z. Romualdez",15116
5309,TAD,"Trinidad, CO: Las Animas County",15117
5310,TAE,"Taegu, South Korea: Taegu International",15118
5311,TAF,"Oran, Algeria: Tafaraoui",15119
5312,TAG,"Tagbilaran, Philippines: Tagbilaran Airport",15120
5313,TAH,"Tanna Island, Vanuatu: Tanna Island Airport",15121
5314,TAI,"Taiz, Yemen: Taiz International",15122
5315,TAK,"Takamatsu, Japan: Takamatsu Airport",15123
5316,TAL,"Tanana, AK: Ralph M Calhoun Memorial",15124
5317,TAM,"Tampico, Mexico: General Francisco Javier Mina International",15125
5318,TAO,"Qingdao, China: Liuting",15127
5319,TAP,"Tapachula, Mexico: Tapachula International",15128
5320,TAR,"Taranto, Italy: Taranto Grottaglie",15129
5321,TAS,"Tashkent, Uzbekistan: Tashkent Yuzhny",15130
5322,TAT,"Poprad-Tatry, Slovakia: Poprad Tatry International",15131
5323,TAV,"Tau, TT: Tau Airport",15132
5324,TAX,"Taliabu, Indonesia: Taliabu Airport",15133
5325,TAY,"Tartu, Estonia: Tartu Airport",16716
5326,TBB,"Tuy Hoa, Vietnam: Tuy Hoa Airport",15134
5327,TBF,"Tabiteuea, Kiribati: Tabiteuea Airport",15135
5328,TBG,"Tabubil, Papua New Guinea: Tabubil Airport",16514
5329,TBI,"New Bight, The Bahamas: The Bight",15136
5330,TBL,"Tableland, Australia: Tableland Airport",15137
5331,TBN,"Fort Leonard Wood, MO: Waynesville-St. Robert Regional Forney Field",15138
5332,TBO,"Tabora, Tanzania: Tabora Airport",15139
5333,TBP,"Tumbes, Peru: Cap. FAP Pedro Canga Rodriguez",15140
5334,TBR,"Statesboro, GA: Statesboro-Bulloch County",15141
5335,TBS,"Tbilisi, Georgia: Tbilisi Airport",15142
5336,TBT,"Tabatinga, Brazil: Tabatinga Airport",15143
5337,TBU,"Tonga Tapu, Tonga: Fua Amotu International",15144
5338,TBZ,"Tabriz, Iran: Tabriz International",15145
5339,TCA,"Tennant Creek, Australia: Tennant Creek Airport",15146
5340,TCB,"Treasure Cay, The Bahamas: Treasure Cay Airport",15147
5341,TCC,"Tucumcari, NM: Tucumcari Municipal",15148
5342,TCE,"Tulcea, Romania: Delta Dunarii",15149
5343,TCF,"Tocoa, Honduras: Tocoa Airport",15150
5344,TCH,"Tchibanga, Gabon: Tchibanga Airport",15151
5345,TCI,"Tenerife, Spain: Tenerife Metropolitan Area",15152
5346,TCL,"Tuscaloosa, AL: Tuscaloosa Regional",15153
5347,TCM,"Tacoma, WA: McChord Field",15154
5348,TCN,"Tehuacan, Mexico: Tehuacan Airport",15155
5349,TCO,"Tumaco, Colombia: La Florida",15156
5350,TCP,"Taba, Egypt: Taba International",15157
5351,TCQ,"Tacna, Peru: Coronel Carlos Ciriani Santa Rosa International",15158
5352,TCS,"Truth Or Consequences, NM: Truth Or Consequences Municipal",15159
5353,TCT,"Takotna, AK: Takotna Airport",15160
5354,TDA,"Trinidad, Colombia: San Luis de Palenque",15161
5355,TDD,"Trinidad, Bolivia: Tte Av Jorge Henrich Arauz International",15162
5356,TDF,"Roxboro, NC: Person County",15163
5357,TDW,"Amarillo, TX: Tradewind",15164
5358,TDZ,"Toledo, OH: Metcalf Field",15165
5359,TEA,"Tela, Honduras: Tela Airport",15166
5360,TEB,"Teterboro, NJ: Teterboro Airport",15167
5361,TED,"Thisted, Denmark: Thisted Airport",15168
5362,TEH,"Tetlin, AK: Tetlin Airport",15170
5363,TEK,"Tatitlek, AK: Tatitlek Airport",15171
5364,TEP,"Teptep, Papua New Guinea: Teptep Airport",15173
5365,TER,"Lajes, Portugal: Lajes Airport",15174
5366,TET,"Tete, Mozambique: Tete Chingodzi",15175
5367,TEU,"Te Anau, New Zealand: Te Anau Airport",15176
5368,TEX,"Telluride, CO: Telluride Regional",15177
5369,TEZ,"Tezpur, India: Tezpur Airport",15178
5370,TFF,"Tefe, Brazil: Tefe Airport",15179
5371,TFI,"Tufi, Papua New Guinea: Tufi Airport",15180
5372,TFN,"Tenerife, Spain: Tenerife Norte",15181
5373,TFS,"Tenerife, Spain: Tenerife Sur",15183
5374,TGD,"Podgorica, Montenegro: Podgorica Airport",15184
5375,TGE,"Tuskegee, AL: Sharpe Field",15185
5376,TGG,"Kuala Trengganu, Malaysia: Kuala Trengganu Airport",15186
5377,TGH,"Tongoa, Vanuatu: Tongoa Airport",15187
5378,TGI,"Tingo Maria, Peru: Tingo Maria Airport",15188
5379,TGM,"Targu Mures, Romania: Targu Mures Airport",15189
5380,TGR,"Touggourt, Algeria: Touggourt/Sidi Mahdi",15190
5381,TGT,"Tanga, Tanzania: Tanga Airport",15191
5382,TGU,"Tegucigalpa, Honduras: Toncontin International",15192
5383,TGZ,"Tuxtla Gutierrez, Mexico: Angel Albino Corzo International",16417
5384,TH1,"Korat, Thailand: Korat AAF",16756
5385,THA,"Tullahoma, TN: Tullahoma Regional Airport/William Northern Field",15195
5386,THE,"Teresina, Brazil: Senador Petronio Portella",15196
5387,THF,"Berlin, Germany: Tempelhof",15197
5388,THG,"Biloela, Australia: Biloela (Thangool)",15198
5389,THG,"Biloela, Australia: Biloela (Thangool)",16289
5390,ZBL,"Biloela, Australia: Biloela (Thangool)",15198
